Tweet,Sentiment
"['word', 'liana', 'corber', 'moreover', 'wiaih', 'humble', 'experience', 'surprisingly', 'decent', 'night']",2
"['let', 'guess', 'run', 'mile', 'respect', 'dude', 'cant', 'maybe', 'train']",2
"['okay', 'people', 'fones', 'charge']",1
"['genius', 'look', 'good', 'bret', 'lov', 'cancel', 'concert', 'france', 'ready', 'men']",2
"['even', 'yorkshire', 'warm', 'overcast', 'hows', 'nz', 'dont', 'tell', 'dark', 'lol']",1
"['go', 'see', 'hannah', 'montana', 'movielolwhat', 'dork', 'huh']",1
"['havent', 'heard', 'anything', 'negative', 'yet', 'former', 'manager', 'use', 'tell', 'theyre', 'quiet', 'happy']",2
"['im', 'gon', 'na', 'havta', 'temp', 'stop', 'fllwing', 'ur', 'talkin', 'abt', 'kobe', 'bc', 'loveeeeeeee', 'im', 'take', 'personal', 'like', 'lebron']",2
"['star', 'trek', 'disappoint', 'star']",2
"['thanks', 'sympathy', 'wasnt', 'bad', 'hour', 'ago', 'start', 'thinking', 'appointment', 'tomorrow']",2
"['know', 'finally', 'got', 'component', 'cable', 'p', 'day', 'instead', 'play', 'pfes', 'play', 'oot']",2
"['good', 'morning', 'chairman', 'board', 'wwwyoutubecomwatchvivfmpyyucy', 'living', 'thing']",2
"['cold', 'nearly', 'go', 'yay', 'grey', 'anatomy', 'tonight', 'double', 'yay']",2
"['blue', 'lol']",1
"['wonder', 'earth', 'new', 'tool']",2
"['wah', 'fav', 'whattaburger', 'location', 'close', 'st', 'good', 'thing', 'im', 'move', 'monfri', 'wont']",1
"['silly', 'wendy', 'know', 'dont', 'speak', 'french', 'hour', 'study', 'ride', 'begin']",1
"['happy', 'mother', 'day', 'mother', 'motherstobe', 'mom', 'get', 'special', 'gift', 'today']",2
"['rise', 'city', 'siren', 'uber', 'cool', 'last', 'night', 'wish', 'could', 'stay', 'long']",2
"['starve', 'chem', 'quiz', 'due', 'noon']",0
"['hungry', 'fool', 'ill', 'probably', 'never', 'see', 'krispy', 'kreme', 'enjoy', 'close']",1
"['dad', 'want', 'computer', 'id', 'best', 'take', 'lapitytopity', 'mac', 'specialist', 'tomorrow', 'hopefully', 'make', 'teh', 'owwie', 'go', 'awayz']",2
"['weebo', 'die']",0
"['get', 'ready', 'go', 'brighton', 'find', 'new', 'suit', 'greshamblake', 'sunday', 'time']",1
"['chipotle', 'line', 'door', 'really', 'want']",1
"['great', 'cover']",2
"['follow', 'please']",1
"['im', 'sure', 'mr', 'follow', 'get', 'comfortable', 'new', 'computer', 'may', 'hhrs']",1
"['hmm', 'go', 'make', 'time', 'machine', 'go', 'forward', 'god', 'im', 'genius', 'oh', 'yeh', 'dont']",1
"['lol', 'ive', 'realise', 'ive', 'send', 'message', 'mean', 'page', 'doesnt', 'exist']",1
"['im', 'way']",1
"['blatently', 'fault', 'shove', 'bag', 'say', 'felt', 'much', 'tricked']",0
"['try', 'pei', 'wei', 'close', 'cant', 'try']",1
"['like', 'lott', 'lott', 'think', 'really', 'hot', 'hot', 'good', 'night']",2
"['make', 'want', 'taco', 'bell', 'sara', 'oh', 'well', 'im', 'go', 'go', 'change', 'jammies']",1
"['dont', 'think', 'ill', 'ever', 'one']",1
"['bgt', 'pier', 'shouldnt', 'buzz', 'little', 'girl', 'sing']",0
"['sigh', 'problem', 'though', 'need', 'call', 'stooopid', 'lime', 'aka', 'cable', 'wireless', 'reconnect', 'inter', 'day', 'without', 'net', 'sad']",0
"['reject', 'food', 'substance']",0
"['decide', 'matter', 'good', 'hair', 'look', 'curly', 'doesnt', 'justify', 'burn', 'get', 'curler', 'hand', 'cover', 'suck']",1
"['may', 'th', 'happy', 'star', 'war', 'day', 'twirp', 'rofl']",2
"['cant', 'wait', 'see', 'pls', 'come', 'back', 'iowa', 'isnt', 'theatre']",2
"['hey', 'polka', 'dot', 'black', 'dress', 'glam', 'mobile', 'twitter', 'bite', 'mo']",1
"['need', 'food', 'take', 'hour', 'get', 'work', 'morning', 'leave', 'time', 'get', 'morning', 'coffee', 'bagel']",1
"['happy', 'mother', 'dayyy']",2
['whyyyy'],1
"['super', 'catch', 'cold', 'plane', 'far', 'forward', 'line', 'id', 'like', 'extra', 'sleep', 'dearly', 'need']",1
"['phone', 'chantellie']",1
"['divadee', 'teehee', 'im', 'glad', 'entertain', 'ye']",2
"['go', 'work', 'amazing', 'charity', 'event', 'big', 'brother', 'big', 'sister', 'dont', 'mind', 'work', 'good', 'cause']",2
"['har', 'har', 'swineflu', 'everywhere', 'via']",1
"['time', 'get', 'work', 'im', 'already', 'start', 'day', 'bad', 'miss', 'screen', 'morning', 'el', 'capitan']",0
"['think', 'parent', 'trap', 'high', 'school', 'musical']",1
"['woke', 'upfeelin', 'lil', 'well']",2
['thanks'],2
"['start', 'spoil', 'pug', 'since', 'brother', 'max', 'pass', 'away', 'tuesday', 'miss']",0
"['place', 'boo', 'dual', 'voice', 'challenge', 'challenging']",1
"['prolly', 'e', 'cant', 'think', 'anything', 'els', 'im', 'unfortunately', 'singtel', 'customer']",0
"['chemical', 'romance', 'official', 'sodahead', 'profile']",1
"['miss', 'th']",1
"['wow', 'crazy', 'night', 'ever', 'change', 'emotion', 'like', 'tho']",2
"['morningi', 'wake', 'watch', 'today', 'show', 'rock', 'girl', 'wish', 'could', 'close', 'far', 'away']",1
"['unlike', 'po', 'oakland', 'hat']",0
"['supernatural', 'awwww', 'poor', 'boy', 'cry', 'sad']",0
"['bos', 'call', 'anerexic']",0
"['tataindicom', 'good', 'tatasky', 'airtel', 'broadband', 'well']",2
"['home', 'whoott', 'happy', 'mother', 'day', 'madre']",2
"['finally', 'start', 'hi', 'serious', 'revision', 'complete', 'english', 'bg', 'mock']",1
"['oh', 'great', 'hope', 'youll', 'blast']",2
"['feel', 'like', 'im', 'house', 'arrest']",0
"['need', 'cheer']",1
"['joan', 'legend', 'cant', 'wait', 'apprentice', 'finale', 'im', 'addicted', 'think', 'need', 'rehab', 'lol', 'tweet', 'later', 'xoxo']",2
"['really', 'miss', 'phone', 'cant', 'wait', 'till', 'new', 'one', 'come']",0
"['pleasure', 'wary', 'girlie', 'marshmallow', 'lol', 'might', 'save', 'life', 'lol']",2
"['dinnerbuffalo', 'burger', 'provolone', 'cheese', 'melt', 'top', 'beefsteak', 'tomato', 'spinach', 'divine', 'pic', 'facebook', 'come']",1
"['bummer', 'bro', 'sorry', 'hear']",0
"['vote', 'mr', 'twitter', 'universe', 'im', 'bit', 'stuck']",0
"['get', 'little', 'scare', 'tonight', 'couldnt', 'fall', 'back', 'sleep', 'started', 'work', 'digital', 'imaging', 'project', 'look', 'good']",1
"['sit', 'bed', 'thinking']",1
"['attend', 'cics', 'parent', 'orientation', 'tomorrowneed', 'wake', 'early']",1
"['pacman', 'pic']",1
"['crazy', 'time', 'nothing', 'ashamed', 'timid', 'osocute', 'bashfulness']",1
"['haha', 'nice', 'fun', 'doll', 'hopefully', 'ill', 'see', 'ya', 'soon', 'miss', 'ur', 'face']",2
"['beautiful', 'bride', 'youre', 'gon', 'na', 'love', 'married', 'life', 'absolutely', 'rock', 'congrats']",2
"['doll', 'yes', 'live', 'milwaukee', 'would', 'love', 'attend', 'closing', 'talk']",2
"['thats', 'good', 'keep', 'guy', 'would', 'love', 'come', 'visit', 'sonetime']",2
"['meet', 'sarah', 'kelly', 'wow', 'amazing', 'woman', 'god', 'give', 'free', 'tshirt', 'get', 'ta', 'love', 'free', 'merch']",2
"['say', 'ill', 'think', 'try']",1
['wink'],1
"['get', 'work']",1
"['poor', 'dear', 'fellow', 'maven', 'gym', 'belong', 'peac']",0
"['ugh', 'wait', 'visitor', 'pass', 'get', 'post', 'taking', 'forever']",0
"['carol', 'vorderman', 'cancel', 'interivew', 'proof', 'nonbeliever']",0
"['awe', 'thanks']",2
"['really', 'want', 'shish', 'kebab', 'go', 'settle', 'toast']",1
"['feel', 'funny', 'hmmp', 'well', 'amazing', 'day', 'love', 'know', 'sammy', 'rovin', 'get', 'text', 'tweet']",2
"['calandercalendar', 'collander', 'bahaha', 'part', 'hilarious', 'course', 'whole', 'thing', 'hilarious']",2
"['demi', 'pretty', 'youre', 'bang', 'everything', 'look', 'grow', 'picture', 'like', 'bang']",2
"['computer', 'slooowww', 'morning', 'think', 'sign', 'go', 'home', 'play', 'yard']",1
"['lonestar', 'pitcher', 'wasnt', 'still', 'recover', 'last', 'weekend', 'bout', 'irresponsible', 'gluten', 'consumption']",0
"['back', 'soooooo', 'hurt']",0
"['take', 'mmm', 'definitely']",1
"['beli', 'haha', 'yeah', 'oh', 'well', 'theres', 'always', 'next', 'yr', 'chin', 'princess', 'hehe']",1
"['hi', 'nick', 'really', 'like', 'serie', 'jonas', 'awesome', 'see', 'soon', 'concert', 'kiss', 'marta']",2
"['get', 'three', 'grade', 'far', 'math', 'acctb', 'bio', 'good', 'time', 'sad', 'math', 'grade', 'though']",1
"['urm', 'ouch', 'suck', 'need', 'crutch', 'happen', 'hope', 'getfeel', 'good', 'soonest']",1
"['omg', 'day', 'till', 'st', 'state', 'exam']",1
"['sick', 'ians', 'come', 'good']",1
"['hug', 'hug', 'hug', 'im', 'glad', 'youre', 'feeling', 'well']",2
"['rain', 'rain', 'rain', 'wow', 'actually', 'love', 'rain']",2
"['guinness', 'get', 'new', 'toy', 'mom', 'dad', 'house', 'hooray', 'free', 'stuff']",2
"['date', 'script', 'thats', 'really', 'bad', 'midway', 'thru', 'hi', 'pitch', 'catch', 'get', 'butthurt', 'storm', 'hi', 'loss']",0
"['hahaha', 'funnyy']",2
"['yep', 'open', 'sunday', 'hour', 'tho']",1
"['lolwellhope', 'find', 'someone', 'give', 'massage', 'wish', 'could', 'im', 'half', 'world', 'away', 'lol']",2
"['whopee', 'tgif', 'fun', 'job']",2
"['vmas', 'guess', 'also', 'wan', 'na', 'go', 'london', 'june', 'demi', 'lovato', 'concert', 'one', 'go']",0
"['may', 'th', 'today', 'round', 'weekend', 'one', 'session', 'happy', 'th', 'yall', 'fintster']",2
"['awwwwwwww', 'man', 'baby', 'dry']",0
[],1
"['read', 'perhaps', 'background', 'apps']",1
"['god', 'im', 'suffer', 'greatly', 'hair', 'sit', 'blaze', 'sunshine', 'bad', 'sunburn']",0
"['dope', 'background']",2
"['tanyya', 'awww', 'leave', 'shes', 'ace', 'shes', 'one', 'fav', 'actress']",1
"['micster', 'hell', 'hair', 'fall', 'constantly']",0
"['chat', 'old', 'schoolmate', 'awww', 'miss', 'highschool']",0
"['rentaphone', 'yesy']",1
"['apply', 'part', 'time', 'job', 'lmao', 'hopefully', 'someone', 'need', 'help', 'ap']",2
"['roommate', 'sssnoring', 'throat', 'dry']",0
"['sick', 'wife', 'bday', 'double']",0
['england'],1
"['unfort', 'cant', 'dm', 'bc', 'ur', 'follow']",1
"['work', 'late', 'night', 'dell', 'notebook', 'dells', 'quality', 'go', 'hill', 'warrenty', 'service', 'suck', 'poor', 'people', 'buy', 'mac', 'instead']",0
"['want', 'candy']",1
"['varsity', 'fanclub', 'never']",1
['hahaaaha'],1
"['bout', 'take', 'shower', 'cold', 'shower']",1
"['watch', 'marley', 'cute', 'movie', 'go', 'watch', 'twilight', 'soon', 'love']",2
"['sorry', 'run', 'uncle', 'terry', 'wasnt', 'live', 'hi', 'potential', 'expect', 'hi', 'next', 'return']",0
"['dammit', 'hulu', 'desktop', 'totally', 'screw', 'ability', 'talk', 'particular', 'port', 'one', 'dev', 'server', 'cant', 'watch', 'code']",0
"['flypside', 'goodi', 'must', 'creat', 'presentation', 'english', 'guy']",2
"['work', 'work', 'work']",1
"['request', 'date', 'guest', 'honour']",1
"['writersthey', 'make', 'wonderwhy', 'foist', 'little', 'pipe', 'dream', 'story', 'head', 'onto', 'people', 'like', 'write']",1
"['im', 'sowwy', 'suck', 'know', 'ive', 'yay', 'half', 'day', 'though']",0
['miss'],0
"['gable', 'apartment', 'corporate', 'nice']",2
"['finally', 'reunite', 'hunny', 'bunny', 'day', 'b', 'leave', 'another', 'week', 'away', 'work', 'night']",2
"['sometimes', 'twitter', 'make', 'feel', 'like', 'outsider']",0
"['hey', 'wahts', 'happen', 'coffeclub', 'didnt', 'coffee', 'two', 'day']",1
"['nature', 'call', 'brb']",1
"['hallelujah', 'ive', 'finally', 'finish', 'career', 'assignment', 'feeling', 'finish', 'task', 'great', 'idea', 'maybe', 'lol']",2
"['think', 'wear', 'bermuda', 'cinema', 'wasnt', 'good', 'idea', 'outside', 'humid', 'like', 'cwazy']",0
"['new', 'twitter']",1
"['love', 'mindy', 'favorite', 'employee']",2
"['sad', 'go', 'miss', 'dream', 'team', 'party', 'didnt', 'rsvp', 'time']",0
"['christie', 'keep', 'faith', 'itll', 'soon']",1
"['head', 'home', 'dad', 'duty', 'tonight', 'might', 'take', 'kid', 'course', 'although', 'boy', 'take', 'last', 'night', 'chip', 'contest']",1
"['leave', 'sf', 'soon', 'might', 'cry']",1
"['man', 'great', 'sense', 'humour', 'venky', 'pachad']",2
"['oh', 'sorry', 'hear', 'sad']",0
"['happy', 'sunday', 'work']",2
"['aww', 'bless', 'give', 'chance']",2
"['crowntown', 'think', 'may', 'meet', 'let', 'get', 'ready', 'ill', 'let', 'know']",1
"['goin', 'bed']",1
"['im', 'goin', 'way', 'til', 'bdix', 'get', 'swim', 'tomorrow']",1
"['thank', 'god', 'didnt', 'go']",1
"['california', 'sunny', 'make', 'kinda', 'sad']",0
"['new', 'picture', 'wont', 'upload']",0
['boyfriend'],1
"['lionkicked', 'dog']",0
"['walking', 'water', 'annapolis', 'froyo', 'shoe']",1
"['two', 'hour', 'im', 'set', 'mile', 'drive', 'home', 'mostly', 'im', 'hop', 'go', 'quickly']",2
"['phelps', 'hello', 'michael', 'nice', 'day']",2
"['friday', 'dont', 'job', 'weekend']",1
['love'],2
"['got', 'overexcited', 'pizza', 'burn', 'mouth']",0
"['thank', 'blast']",2
"['dont', 'close', 'library', 'due', 'great', 'weather', 'ac', 'isnt', 'work', 'fb']",2
"['obsession', 'lol', 'gon', 'na', 'water', 'prob', 'cold', 'heck']",0
"['disembark', 'tswassen', 'saw', 'pod', 'killer', 'whale', 'id', 'finish', 'point', 'id', 'never', 'see', 'bc', 'killer', 'whale']",1
"['easy', 'happy', 'mother', 'day', 'great', 'mom']",2
"['tgi', 'friday', 'favorite', 'people', 'ever', 'make', 'reservation', 'like', 'people', 'hahah']",2
"['love', 'tweet', 'sweet']",2
"['smell', 'cake', 'dont', 'see', 'cake', 'oven']",1
"['queen', 'lose', 'thing', 'important', 'thing', 'like', 'keycard', 'bus', 'pass']",1
"['greg', 'nooooo', 'leave', 'shud', 'go', 'throooooooooooooo', 'im', 'gon', 'na', 'find', 'restaurant', 'dont', 'worry', 'lol', 'cry', 'cry', 'cry']",0
"['go', 'strange', 'weekend', 'probably', 'srtarting', 'work', 'til', 'midnight', 'tonight']",0
"['hurt', 'bring', 'joy', 'see', 'cry', 'know', 'love', 'anything', 'yet', 'break', 'heart', 'everyday']",2
"['year', 'old', 'zebra', 'wind', 'lol']",1
"['stupid', 'playstation', 'stupid', 'controller', 'dont', 'work', 'cant', 'play', 'kingdom', 'heart']",0
"['juliamarie', 'people', 'dont', 'appreciate', 'nature', 'sad', 'lil', 'dude', 'survive']",0
"['ugly', 'program', 'open']",0
"['would', 'panic', 'little', 'maybe', 'read', 'orbitron', 'gym', 'like', 'dowhen', 'els', 'fails']",0
"['call', 'didnt', 'get', 'nest', 'time', 'sure', 'maybe', 'ill', 'come', 'la', 'soon', 'hella', 'wana', 'go', 'disneyland']",1
"['much', 'pm', 'dont', 'think', 'im', 'go', 'get']",0
"['love', 'alex', 'pardee', 'colour', 'hi', 'picturs', 'differnt']",2
"['gooooood', 'morning']",2
"['goodnight', 'twitterverse']",2
"['awwwwweeee', 'nick']",1
"['hospital', 'uncle', 'surgury', 'heart', 'attack']",0
"['see', 'guess', 'must', 'lot', 'hawk', 'fan', 'texas', 'twitter']",1
"['thats', 'okur', 'good', 'person', 'idol', 'soo', 'good', 'people', 'deserve', 'sum', 'good', 'commentshows', 'weather', 'ova', 'der', 'london', 'cold']",2
"['eat', 'maccies']",1
"['constantly', 'look', 'clockkkcome', 'pm']",1
"['yup', 'sad', 'eh', 'betty', 'man', 'betty']",0
"['well', 'yeah', 'mom', 'doesnt', 'wan', 'na', 'drive', 'way', 'sac', 'far', 'away']",1
"['im', 'back', 'sooper', 'dooper', 'extra', 'bharia', 'extra', 'dhumchik', 'two', 'day', 'stay', 'mom', 'place', 'yay', 'fun', 'fun', 'feelin']",2
"['havent', 'work', 'long', 'time', 'kinda', 'miss', 'miss', 'anna', 'see', 'ill', 'prob', 'slo', 'summer']",0
"['im', 'go', 'jordan', 'jeffs', 'wed', 'next', 'weekend', 'atl']",1
"['ew', 'tongue', 'kiss']",1
"['beautiful', 'day', 'ocracoke', 'hope', 'thunderstorm', 'stay', 'away', 'afternoonits', 'look', 'good']",0
"['get', 'bad', 'every', 'year', 'bad', 'oh', 'month', 'today']",0
"['walmart', 'open', 'first', 'store', 'amritsar', 'tomorrow', 'placesthe', 'horrorhoping', 'limit', 'wholesale']",2
"['yay', 'dad', 'agree', 'pay', 'tuition', 'equipment', 'yipee', 'till', 'nxt', 'jan', 'tho']",2
"['bet', 'black', 'planet', 'lol', 'didnt', 'problem', 'ugly']",1
"['book', 'appointment', 'give', 'blood', 'pm', 'nd', 'june', 'scar']",0
"['want', 'see', 'goaudio', 'someone', 'take', 'please', 'daysl']",1
"['chillin', 'im', 'bit', 'bore', 'boohoo']",1
['miss'],0
"['everyone', 'keep', 'check', 'demistylesourcecomnew', 'update', 'come', 'soon']",1
"['sad', 'rat', 'become', 'aggressive', 'guinea', 'pig', 'seperate']",0
"['great', 'sunbathe', 'garden', 'afternoon', 'ill', 'watch', 'ado', 'see', 'win', 'important', 'match', 'tv']",2
"['daddy', 'leftwithout']",0
"['love', 'pouring', 'rain', 'still', 'want', 'go']",2
"['chillin', 'loooonnnggg', 'day', 'basketball', 'hella', 'tire', 'sleepy', 'time', 'zzzz']",0
"['ill', 'try', 'sort', 'fabric', 'todaybeen', 'busy', 'bee']",1
"['im', 'really', 'happyand', 'drunk', 'really', 'happy']",2
"['get', 'kansas', 'city', 'excite', 'fun', 'weekend', 'family', 'si', 'parker', 'josh']",2
"['tom', 'graduate', 'today']",1
"['get', 'back', 'home', 'bore']",1
"['hmm', 'sorry', 'go', 'mia']",0
"['hell', 'youtube', 'work', 'nno']",0
"['word', 'live']",1
"['well', 'couldnt', 'get', 'real', 'clear', 'shot', 'ive', 'get', 'best', 'couldsilly', 'people', 'walk', 'admitting', 'er']",2
"['dw', 'never']",1
"['didnt', 'get', 'joke']",0
"['yeah', 'time', 'film', 'slr', 'sit', 'quietly', 'ignore', 'time', 'step']",0
"['wheres', 'love']",1
"['theyre', 'get', 'back', 'together', 'one', 'album', 'heard']",1
"['normal', 'shuck', 'sorry', 'sometimes', 'get', 'wrap', 'fb', 'forget', 'check', 'doin']",0
"['miss', 'announcement', 'something', 'flow', 'concert', 'anyone', 'fill']",1
"['happy', 'mama', 'day', 'mama']",2
"['design', 'allright', 'look', 'forward']",2
"['erica', 'hug', 'bad', 'mine', 'use', 'really', 'bad', 'first', 'daysometimes', 'cant', 'even', 'get', 'bed']",0
"['yes', 'new', 'one', 'adore', 'though', 'doesnt', 'love', 'vincent']",1
"['sorry', 'love', 'left', 'come', 'sat', 'mi', 'casa', 'ton', 'birthday', 'well', 'ton', 'food']",0
"['much', 'fun', 'jã¯â¿â½', 'family', 'happy', 'bday', 'beautiful', 'aunt']",2
"['ohhh', 'regal', 'mancat', 'block']",0
['ouch'],1
"['tgif', 'gorgeous', 'day', 'reno', 'today', 'im', 'stick', 'inside']",1
"['light', 'concern', 'lol', 'stay', 'safe']",1
"['leave', 'calcuttadelhilucknow', 'tomorrow', 'day', 'absence']",1
"['hike', 'wood', 'four', 'little', 'kid', 'couldnt', 'exhaust', 'right', 'wrong', 'lol', 'try', 'downright', 'masochistic']",1
"['love', 'baby', 'see', 'im', 'cool']",2
"['really', 'gutwrenching', 'sad']",0
"['im', 'jump', 'bridge', 'really', 'want', 'vote', 'tell', 'fix', 'day', 'need', 'win']",2
"['week', 'awful']",0
"['delete', 'lott', 'facebook', 'friend', 'ask', 'friend', 'want', 'idgaf']",0
"['lol', 'yeah', 'forget', 'tweetdeck', 'status', 'funny']",2
"['today', 'sad', 'day', 'tucson', 'shall', 'miss', 'sour', 'cream', 'apple', 'pie', 'fondue', 'separate', 'seating', 'group', 'dog']",0
"['hey', 'old', 'writing', 'avoidance', 'write', 'continuous', 'flow', 'non', 'stop', 'minstrick', 'use', 'loosen', 'gremlin']",1
"['funny', 'wont', 'jump']",0
"['sound', 'like', 'great', 'idea', 'wish', 'could', 'make']",2
"['yes', 'addict', 'half', 'twitter', 'friend', 'update']",1
"['ive', 'spent', 'lazy', 'day', 'today', 'find', 'interesting', 'people', 'follow', 'reinforce', 'say', 'take', 'sort', 'people']",1
"['would', 'fun', 'much', 'enough', 'time', 'money']",1
"['aw', 'sad', 'leave', 'tokyo', 'come', 'backplease']",0
"['stupid', 'hand', 'flop', 'nut', 'low', 'top', 'pair', 'guy', 'also', 'low', 'flush', 'quarter']",0
"['awe', 'get', 'ta', 'go', 'mom', 'command', 'sleep', 'already']",0
"['clay', 'aiken', 'get', 'autograph']",1
"['morning', 'chip', 'love', 'new', 'html', 'format', 'ezine']",2
"['real', 'wtf']",0
"['welcome', 'back', 'school', 'dont', 'study', 'hard', 'take', 'time', 'smell', 'rose']",1
"['long', 'todo', 'list', 'little', 'desire']",0
"['bed', 'nighty', 'night', 'everyone']",1
"['packing', 'everything', 'els', 'leave', 'hour']",1
"['bandoni', 'ok', 'see', 'da', 'climb']",1
"['workyy', 'try', 'get', 'point', 'smile', 'linman', 'tonight']",1
"['think', 'today', 'shall', 'listen', 'gary', 'numan', 'start', 'remixes']",1
"['well', 'send', 'email', 'pick', 'fave', 'cake', 'ice', 'cream', 'flavor', 'cup', 'part', 'belgian', 'chocolate']",1
"['know', 'awful', 'never', 'fear', 'ive', 'get', 'load', 'fund', 'drunken', 'catch', 'postexams', 'ja']",1
"['finish', 'sketch', 'und', 'go', 'skate', 'yeeeehaaa', 'get', 'new', 'deck']",1
"['download', 'backseat', 'goodbye', 'late', 'album', 'free']",1
"['take', 'youre', 'fan']",0
['follower'],1
"['wow', 'share', 'long', 'list']",1
"['hubby', 'need', 'vacation', 'thank', 'god', 'leave', 'myrtle', 'beach', 'week']",2
"['watch', 'favorite', 'movie', 'walk', 'remember', 'romantic', 'sad', 'love']",1
"['sad', 'baby', 'make', 'angsty', 'writing']",0
"['dude', 'awesome']",2
"['fantastic', 'love', 'thing', 'krautrock']",2
"['go', 'see', 'wolverine', 'husband', 'work', 'today', 'pretty', 'good']",2
"['patio', 'weather', 'kirkland', 'also', 'launchyerboat', 'weather', 'except', 'im', 'miss', 'boat', 'part']",0
"['get', 'hour', 'ago', 'yet']",1
"['im', 'incredibly', 'happy', 'person', 'energy', 'love', 'dance', 'laughthe', 'thing', 'knowim', 'one', 'earth', 'ppl']",2
"['lovely', 'walk', 'dog', 'dark', 'nice', 'walk', 'though', 'hehe']",2
"['hehe', 'hate', 'cold', 'totaly', 'annoy']",0
"['lol', 'blipfm', 'twitter', 'hate', 'song', 'btw']",0
"['awww', 'thanks', 'jon', 'appreciate']",2
"['get', 'wisdom', 'teeth', 'pull']",1
"['way', 'work', 'im', 'runnin', 'late', 'im', 'sooooo', 'tire']",0
"['try', 'plan', 'huge', 'birthday', 'party']",1
"['ipod', 'come', 'back', 'visit', 'cali', 'china', 'alaskabut', 'home', 'im', 'work']",1
"['may', 'th']",1
"['emboss', 'expensive', 'get', 'one', 'cheap', 'try', 'save', 'papersource', 'order', 'go', 'tonight', 'sry', 'bank', 'account']",1
"['sometimes', 'feel', 'pathetic', 'go', 'bed', 'early', 'oh', 'well', 'totally', 'get', 'clam', 'chowder', 'tomorrow']",0
"['good', 'morning', 'twiggas', 'twitch', 'getcha', 'motivation']",2
"['hahayeahth', 'maylolim', 'greeting', 'advance', 'haha']",2
"['listen', 'litle', 'hyperbirdies', 'terrorize', 'world', 'since', 'let', 'cook', 'em']",0
"['front', 'day', 'wave', 'didnt', 'eddie', 'izzard']",1
"['love', 'really', 'simple', 'think', 'word', 'put', 'twi', 'front', 'clever']",2
"['thanks', 'hun', 'im', 'wear', 'new', 'goldmine', 'e', 'big', 'false', 'lash', 'doesnt', 'show']",1
"['safe', 'flight']",2
"['sly', 'party', 'enjoy', 'life', 'party', 'tonightmaybe']",2
"['ive', 'case', 'yeah', 'start', 'work', 'tomorrow', 'excite']",2
"['problem', 'love', 'idea', 'course', 'photo', 'perfect']",2
"['even', 'little', 'bit', 'biknightual', 'ha', 'ha', 'tweedeck', 'doesnt', 'see', 'spelling', 'problem', 'bkha', 'love', 'anyway']",1
"['suggest', 'loan', 'deferment']",2
"['srsly', 'bgt', 'joke', 'maaan', 'lame', 'ughhhh', 'work', 'tomorah', 'get', 'early']",0
"['told', 'try', 'say', 'late', 'cause', 'girl', 'take', 'ever', 'get', 'ready', 'want', 'meet']",0
"['traitor', 'whiskey', 'coke', 'aphrodisiac']",1
"['still', 'work', 'fb']",1
"['get', 'attic', 'sadie', 'art', 'work', 'include', 'good', 'time', 'break', 'head', 'phone', 'bad', 'time', 'still', 'happy', 'buy', 'attic']",1
"['follow', 'compliance', 'great', 'watch', 'say']",2
"['people', 'txting', 'sorry', 'phone', 'dead', 'cant', 'resurrect', 'hopefully', 'verizon', 'replace', 'ill', 'back', 'tonight']",1
"['hehe', 'im', 'smile', 'still', 'get', 'ta', 'make']",2
"['fell', 'go', 'house', 'fun']",0
"['awww', 'bless', 'indeed', 'coming', 'day', 'woooo']",2
"['get', 'shot', 'arm', 'eww']",1
"['sorry', 'miss']",0
"['try', 'blend', 'know', 'suck', 'theres', 'harm', 'try']",0
"['go', 'home', 'get', 'clothes']",1
"['vote', 'sadly', 'vote', 'log', 'yet', 'im', 'gon', 'na', 'vote']",0
"['happy', 'mother', 'day', 'amazing', 'woman', 'put', 'u', 'crazy', 'demand', 'child', 'thank', 'much']",2
"['cook', 'breakfast', 'mom', 'happy']",2
"['miss', 'ontario']",1
"['follow', 'follow', 'simple']",1
"['lip', 'pierce', 'minute', 'die']",1
"['think', 'swine', 'market', 'decline', 'since', 'cant', 'say', 'anymore']",0
"['admit', 'grandma', 'hospital', 'shes', 'last', 'one', 'please', 'pray']",0
"['try', 'sleep', 'cant', 'bout', 'call', 'tisha']",0
"['awesome', 'book', 'cant', 'wait', 'film', 'enjoy', 'dont', 'scar']",2
"['love', 'colorful', 'horsies']",2
"['morrissey', 'cancel']",0
"['check', 'late', 'fb', 'post', 'thing', 'want', 'happen', 'dont', 'think', 'miss']",1
"['cmon', 'people', 'today', 'juddday']",1
"['estep', 'glad', 'get', 'twittering']",2
"['hey', 'tdukes', 'flwd', 'immediately', 'mornwhen', 'dhmptn', 'mention', 'bit', 'abt', 'tattoo', 'love', 'hershes', 'fav', 'twitterer']",2
"['aww', 'ya', 'show', 'u', 'mum', 'proud', 'kid', 'let', 'everyone', 'know']",2
"['miss', 'nicc', 'today']",0
"['oftwtr', 'beautiful']",2
"['way', 'work', 'wish', 'day']",2
"['f', 'demo', 'aero', 'wheel', 'louder', 'cut', 'like', 'knife', 'hear', 'come', 'pass', 'left']",1
"['discover', 'whole', 'new', 'beautiful']",2
"['christian', 'mobile', 'directory', 'run', 'month', 'old', 'visit']",1
"['still', 'awake', 'smh', 'suck']",0
"['alex', 'slam', 'head', 'edge', 'table', 'min', 'ago', 'shes', 'go', 'nice', 'blue', 'bruise']",0
"['thanks', 'much', 'definitely', 'pass', 'along', 'amaze', 'mother']",2
['yay'],2
